	tetragrama	Palabra	Aparece en:	OTS	INALI	OTQ	RFE	fon
297	huit	Tecuilhuit,	Nubia, bi tso̱ho̱ ra Huey Tecuilhuit, njabu̱ mi enbi ya ndeznä. Bi yopa t'o̱t'e ra ngu ya mem'onda nuna n'ate ra pa.	nubia, bi tso̱jo̱ ra juey tetsuiljuit, njabu̱ mi enbi ya ndeznä. bi yopa t'o̱t'e ra ngu ya mem'onda nuna n'ate ra pa.	nubia, bi tso̱ho̱ ra huey tetsuilhuit, njabu̱ mi enbi ya ndeznä. bi yopa t'o̱t'e ra ngu ya mem'onda nuna n'ate ra pa.	nubia, bi tso̱ho̱ ra huey tetsuilhuit, njabu̱ mi enbi ya ndeznä. bi yopa t'o̱t'e ra ngu ya mem'onda nuna n'ate ra pa.	nubia, bi cɔhɔ ra huey tecuilhuit, nkhabɨ mi enbi ya ndeznᶏ. bi yopa tʔɔtʔe ra ngu ya memʔonda nuna nʔate ra pa.	nubia, bi t͡sɔhɔ ra huej tet͡suilhuit, nkhabɨ mi enbi ja ndeznã. bi jopa tʔɔtʔe ra ngu ja memʔonda nuna nʔate ra pa.
298	quin	Ixquin-Nehaip	N'a ra b'e̱fi mahye̱gi tsa da hyoki nehe to'o pädi xahño ya b'u̱i ya maya, ge pe̱tsi nehe ya ngondahmä.Ya mu̱dimehai mi b'u̱i dige'a ra ts'okat'o̱t'amfeni ge tu ha ya nt'ofo nu'u̱ bi nja ra je̱ya ya Xahil, ya thuhu ya thogi bi nja ha ra Kasa Ixquin-Nehaip en la Crónica de Chac-Xulub-Chen,	n'a ra b'e̱fi majye̱gi tsa da jyoki neje to'o pädi xajño ya b'u̱i ya maya, ge pe̱tsi neje ya ngondajmä.ya mu̱dimejai mi b'u̱i dige'a ra ts'okat'o̱t'amfeni ge tu ja ya nt'ofo nu'u̱ bi nja ra je̱ya ya xajil, ya tjuju ya tjogi bi nja ja ra kasa ixquin-nejaip en la tsrónitsa de chats-xulub-chen,	n'a ra b'e̱fi mahye̱gi tsa da hyoki nehe to'o pädi xahño ya b'u̱i ya maya, ge pe̱tsi nehe ya ngondahmä.ya mu̱dimehai mi b'u̱i dige'a ra ts'okat'o̱t'amfeni ge tu ha ya nt'ofo nu'u̱ bi nja ra je̱ya ya xahil, ya thuhu ya thogi bi nja ha ra kasa ixquin-nehaip en la tsrónitsa de chats-xulub-chen,	n'a ra b'e̱fi mahye̱gi tsa da hyoki nehe to'o pädi xahño ya b'u̱i ya maya, ge pe̱tsi nehe ya ngondahmä.ya mu̱dimehai mi b'u̱i dige'a ra ts'okat'o̱t'amfeni ge tu ha ya nt'ofo nu'u̱ bi nja ra je̱ya ya xahil, ya thuhu ya thogi bi nja ha ra kasa ixquin-nehaip en la tsrónitsa de txats-xulub-txen,	nʔa ra bʔɛphi mahyɛgi ca da hyoki nehe toʔo pᶏdi šahño ya bʔɨi ya maya, ge pɛci nehe ya ngondahmᶏ.ya mɨdimehai mi bʔɨi digeʔa ra cʔokatʔɔtʔampheni ge tu ha ya ntʔopho nuʔɨ bi nkha ra khɛya ya šahil, ya thuhu ya thogi bi nkha ha ra kasa išquin-nehaip en la crónica de čac-šulub-čen,	nʔa ra bʔɛɸi mahjɛgi t͡sa da hjoki nehe toʔo pãdi ʃahɲo ja bʔɨi ja maja, ge pɛt͡si nehe ja ngondahmã.ja mɨdimehai mi bʔɨi digeʔa ra t͡sʔokatʔɔtʔamɸeni ge tu ha ja ntʔoɸo nuʔɨ bi nkha ra khɛja ja ʃahil, ja thuhu ja thogi bi nkha ha ra kasa iʃquin-nehaip en la t͡sɾónit͡sa de t͡ʃat͡s-ʃulub-t͡ʃen,
299	itla	Tzitecomatitlan	range'a nugi di pädi ge ge'a nu'a ma me̱tihe, b'esto nubia di h e̱ki ne di japi da nt'u̱ki  ma haihu̱, ge'a ma mpaha da mu̱di ma hyodihu̱ habu̱ ts'e̱ ma haihu̱ habu̱ k'onts'a ra hyadi ne da fu̱di habu̱ thutuabi Tzitecomatitlan [...]	range'a nugi di pädi ge ge'a nu'a ma me̱tije, b'esto nubia di j e̱ki ne di japi da nt'u̱ki ma jaiju̱, ge'a ma mpaja da mu̱di ma jyodiju̱ jabu̱ ts'e̱ ma jaiju̱ jabu̱ k'onts'a ra jyadi ne da fu̱di jabu̱ tjutuabi tzitetsomatitlan [...]	range'a nugi di pädi ge ge'a nu'a ma me̱tihe, b'esto nubia di h e̱ki ne di japi da nt'u̱ki ma haihu̱, ge'a ma mpaha da mu̱di ma hyodihu̱ habu̱ ts'e̱ ma haihu̱ habu̱ k'onts'a ra hyadi ne da fu̱di habu̱ thutuabi tzitetsomatitlan [...]	range'a nugi di pädi ge ge'a nu'a ma me̱tihe, b'esto nubia di h e̱ki ne di japi da nt'u̱ki ma haihu̱, ge'a ma mpaha da mu̱di ma hyodihu̱ habu̱ ts'e̱ ma haihu̱ habu̱ k'onts'a ra hyadi ne da fu̱di habu̱ thutuabi tzitetsomatitlan [...]	rangeʔa nugi di pᶏdi ge geʔa nuʔa ma mɛtihe, bʔesto nubia di h ɛki ne di khapi da ntʔɨki ma haihɨ, geʔa ma mpaha da mɨdi ma hyodihɨ habɨ cʔɛ ma haihɨ habɨ kʔoncʔa ra hyadi ne da phɨdi habɨ thutuabi tzitecomatitlan [...]	rangeʔa nugi di pãdi ge geʔa nuʔa ma mɛtihe, bʔesto nubia di h ɛki ne di khapi da ntʔɨki ma haihɨ, geʔa ma mpaha da mɨdi ma hjodihɨ habɨ t͡sʔɛ ma haihɨ habɨ kʔont͡sʔa ra hjadi ne da ɸɨdi habɨ thutuabi tzitet͡somatitlan [...]
300	itla	(Huamuxtitlan)	bi o̱tuabi nu'a ra Makja xki nk'ohni mra thuhu ra Alonso Ruiz, ge mi y'o nuni Huamuxtitan (Huamuxtitlan) nuni ra hyodi Guerrero.	bi o̱tuabi nu'a ra makja xki nk'ojni mra tjuju ra alonso ruiz, ge mi y'o nuni juamuxtitan (juamuxtitlan) nuni ra jyodi guerrero.	bi o̱tuabi nu'a ra makja xki nk'ohni mra thuhu ra alonso ruiz, ge mi y'o nuni huamuxtitan (huamuxtitlan) nuni ra hyodi guerrero.	bi o̱tuabi nu'a ra makja xki nk'ohni mra thuhu ra alonso ruiz, ge mi y'o nuni huamuxtitan (huamuxtitlan) nuni ra hyodi guerrero.	bi ɔtuabi nuʔa ra makkha ški nkʔohni mra thuhu ra alonso ruiz, ge mi yʔo nuni huamuštitan (huamuštitlan) nuni ra hyodi guerrero.	bi ɔtuabi nuʔa ra makkha ʃki nkʔohni mɾa thuhu ra alonso ruiz, ge mi jʔo nuni huamuʃtitan (huamuʃtitlan) nuni ra hjodi guereɾo.
301	itla	Cuauhtitlan,	Nehe ba ku̱t'i nuua nuya mechiconautla, Xaltocan, Cuauhtitlan, Tenayucan, Azcapotzalco, Tlacopan, Coyoacan.	neje ba ku̱t'i nuua nuya mechitsonautla, xaltotsan, tsuaujtitlan, tenayutsan, aztsapotzaltso, tlatsopan, tsoyoatsan.	nehe ba ku̱t'i nuua nuya mechitsonautla, xaltotsan, tsuauhtitlan, tenayutsan, aztsapotzaltso, tlatsopan, tsoyoatsan.	nehe ba ku̱t'i nuua nuya metxitsonautla, xaltotsan, tsuauhtitlan, tenayutsan, aztsapotzaltso, tlatsopan, tsoyoatsan.	nehe ba kɨtʔi nuua nuya mečiconautla, šaltocan, cuauhtitlan, tenayucan, azcapotzalco, tlacopan, coyoacan.	nehe ba kɨtʔi nuua nuja met͡ʃit͡sonautla, ʃaltot͡san, t͡suauhtitlan, tenajut͡san, azt͡sapotzalt͡so, tlat͡sopan, t͡sojoat͡san.
302	itla	Xocotitlan.	Xki ndu nubu̱ ra Castañeda pe hina, ra nge'a bi mihi ha n'a ra hyo ra mätsa ebu̱ bi bo̱ni nubu̱ ra hyodi ra Xocotitlan.	xki ndu nubu̱ ra tsastañeda pe jina, ra nge'a bi miji ja n'a ra jyo ra mätsa ebu̱ bi bo̱ni nubu̱ ra jyodi ra xotsotitlan.	xki ndu nubu̱ ra tsastañeda pe hina, ra nge'a bi mihi ha n'a ra hyo ra mätsa ebu̱ bi bo̱ni nubu̱ ra hyodi ra xotsotitlan.	xki ndu nubu̱ ra tsastañeda pe hina, ra nge'a bi mihi ha n'a ra hyo ra mätsa ebu̱ bi bo̱ni nubu̱ ra hyodi ra xotsotitlan.	ški ndu nubɨ ra castañeda pe hina, ra ngeʔa bi mihi ha nʔa ra hyo ra mᶏca ebɨ bi bɔni nubɨ ra hyodi ra šocotitlan.	ʃki ndu nubɨ ra t͡sastaɲeda pe hina, ra ngeʔa bi mihi ha nʔa ra hjo ra mãt͡sa ebɨ bi bɔni nubɨ ra hjodi ra ʃot͡sotitlan.
303	itla	Tecpancaltitlan,	Man'aki bri japi dra kuat'i ya ñämfo̱ ne gatho ya metlaxcala, man'aki bri nekthoi ya jä'i ha nuni ra Yacacolco, ha ra Tecpancaltitlan, ne habu̱ mri b'a ya nt'uts'i.	man'aki bri japi dra kuat'i ya ñämfo̱ ne gatjo ya metlaxtsala, man'aki bri nektjoi ya jä'i ja nuni ra yatsatsoltso, ja ra tetspantsaltitlan, ne jabu̱ mri b'a ya nt'uts'i.	man'aki bri japi dra kuat'i ya ñämfo̱ ne gatho ya metlaxtsala, man'aki bri nekthoi ya jä'i ha nuni ra yatsatsoltso, ha ra tetspantsaltitlan, ne habu̱ mri b'a ya nt'uts'i.	man'aki bri japi dra kuat'i ya ñämfo̱ ne gatho ya metlaxtsala, man'aki bri nekthoi ya jä'i ha nuni ra yatsatsoltso, ha ra tetspantsaltitlan, ne habu̱ mri b'a ya nt'uts'i.	manʔaki bri khapi dra kuatʔi ya ñᶏmphɔ ne gatho ya metlašcala, manʔaki bri nekthoi ya khᶏʔi ha nuni ra yacacolco, ha ra tecpancaltitlan, ne habɨ mri bʔa ya ntʔucʔi.	manʔaki bɾi khapi dɾa kuatʔi ja ɲãmɸɔ ne gatho ja metlaʃt͡sala, manʔaki bɾi nekthoi ja khãʔi ha nuni ra jat͡sat͡solt͡so, ha ra tet͡spant͡saltitlan, ne habɨ mɾi bʔa ja ntʔut͡sʔi.
304	itla	Cuehuecatitlan,	Xki mbo̱ni nubu̱ ra hyodi ra Cuehuecatitlan,	xki mbo̱ni nubu̱ ra jyodi ra tsuejuetsatitlan,	xki mbo̱ni nubu̱ ra hyodi ra tsuehuetsatitlan,	xki mbo̱ni nubu̱ ra hyodi ra tsuehuetsatitlan,	ški mbɔni nubɨ ra hyodi ra cuehuecatitlan,	ʃki mbɔni nubɨ ra hjodi ra t͡suehuet͡satitlan,
305	itla	Cuauhtitlan	Ra Tlacatécatl mra me Cuauhtitlan ne ra bktri ra Mbot'a Ngu bri japi ya tsat'yo bi zi.	ra tlatsatétsatl mra me tsuaujtitlan ne ra bktri ra mbot'a ngu bri japi ya tsat'yo bi zi.	ra tlatsatétsatl mra me tsuauhtitlan ne ra bktri ra mbot'a ngu bri japi ya tsat'yo bi zi.	ra tlatsatétsatl mra me tsuauhtitlan ne ra bktri ra mbot'a ngu bri japi ya tsat'yo bi zi.	ra tlacatécatl mra me cuauhtitlan ne ra bktri ra mbotʔa ngu bri khapi ya catʔyo bi zi.	ra tlat͡satét͡satl mɾa me t͡suauhtitlan ne ra bktɾi ra mbotʔa ngu bɾi khapi ja t͡satʔjo bi zi.
306	itla	Temallacacatitlan.	ri bu̱'bai dega xin'i ra ketzal, ha Cuecueyauayapan, ha Temallacacatitlan.	ri bu̱'bai dega xin'i ra ketzal, ja tsuetsueyauayapan, ja temallatsatsatitlan.	ri bu̱'bai dega xin'i ra ketzal, ha tsuetsueyauayapan, ha temallatsatsatitlan.	ri bu̱'bai dega xin'i ra ketzal, ha tsuetsueyauayapan, ha temallatsatsatitlan.	ri bɨʔbai dega šinʔi ra ketzal, ha cuecueyauayapan, ha temallacacatitlan.	ri bɨʔbai dega ʃinʔi ra ketzal, ha t͡suet͡suejauajapan, ha temallat͡sat͡satitlan.
307	itla	memetztitlan.	Nuni (Coyoacan) bi ñ'u̱ts'i ra nkohi (ya ñämfo) ha dra t'ot'a ra ntuhni ko ya memetztitlan. Di gepu ba pgnga nuni Mahehmi.	nuni (tsoyoatsan) bi ñ'u̱ts'i ra nkoji (ya ñämfo) ja dra t'ot'a ra ntujni ko ya memetztitlan. di gepu ba pgnga nuni majejmi.	nuni (tsoyoatsan) bi ñ'u̱ts'i ra nkohi (ya ñämfo) ha dra t'ot'a ra ntuhni ko ya memetztitlan. di gepu ba pgnga nuni mahehmi.	nuni (tsoyoatsan) bi ñ'u̱ts'i ra nkohi (ya ñämfo) ha dra t'ot'a ra ntuhni ko ya memetztitlan. di gepu ba pgnga nuni mahehmi.	nuni (coyoacan) bi ñʔɨcʔi ra nkohi (ya ñᶏmpho) ha dra tʔotʔa ra ntuhni ko ya memetztitlan. di gepu ba pgnga nuni mahehmi.	nuni (t͡sojoat͡san) bi ɲʔɨt͡sʔi ra nkohi (ja ɲãmɸo) ha dɾa tʔotʔa ra ntuhni ko ja memetztitlan. di gepu ba pgnga nuni mahehmi.
308	itla	Mixcoatechialtitlan:	Ra Atenchicalco:  “ha ra ñäni ya tämo̱y” ne ra Mixcoatechialtitlan:	"ra atenchitsaltso: ""ja ra ñäni ya tämo̱y"" ne ra mixtsoatechialtitlan:"	"ra atenchitsaltso: ""ha ra ñäni ya tämo̱y"" ne ra mixtsoatechialtitlan:"	"ra atentxitsaltso: ""ha ra ñäni ya tämo̱y"" ne ra mixtsoatetxialtitlan:"	"ra atenčicalco: ""ha ra ñᶏni ya tᶏmɔy"" ne ra mišcoatečialtitlan:"	"ra atent͡ʃit͡salt͡so: ""ha ra ɲãni ja tãmɔj"" ne ra miʃt͡soatet͡ʃialtitlan:"
309	itla	Cuauhtitlan,	Ne nubia ho̱nse̱he̱ gi handitho: gatho ri juadi se̱he̱, ho̱nse̱he̱ inga ya hmafi: r'a ri me̱tsi ngu ya jä'i mengu ra Cuauhtitlan, ma r'a ngu ya mengu ra Tenayucan, ra Azcapotzalco o ya mengu nuni ra Coyoacan o̱t'e da thogi.	ne nubia jo̱nse̱je̱ gi janditjo: gatjo ri juadi se̱je̱, jo̱nse̱je̱ inga ya jmafi: r'a ri me̱tsi ngu ya jä'i mengu ra tsuaujtitlan, ma r'a ngu ya mengu ra tenayutsan, ra aztsapotzaltso o ya mengu nuni ra tsoyoatsan o̱t'e da tjogi.	ne nubia ho̱nse̱he̱ gi handitho: gatho ri juadi se̱he̱, ho̱nse̱he̱ inga ya hmafi: r'a ri me̱tsi ngu ya jä'i mengu ra tsuauhtitlan, ma r'a ngu ya mengu ra tenayutsan, ra aztsapotzaltso o ya mengu nuni ra tsoyoatsan o̱t'e da thogi.	ne nubia ho̱nse̱he̱ gi handitho: gatho ri juadi se̱he̱, ho̱nse̱he̱ inga ya hmafi: r'a ri me̱tsi ngu ya jä'i mengu ra tsuauhtitlan, ma r'a ngu ya mengu ra tenayutsan, ra aztsapotzaltso o ya mengu nuni ra tsoyoatsan o̱t'e da thogi.	ne nubia hɔnsɛhɛ gi handitho: gatho ri khuadi sɛhɛ, hɔnsɛhɛ inga ya hmaphi: rʔa ri mɛci ngu ya khᶏʔi mengu ra cuauhtitlan, ma rʔa ngu ya mengu ra tenayucan, ra azcapotzalco o ya mengu nuni ra coyoacan ɔtʔe da thogi.	ne nubia hɔnsɛhɛ gi handitho: gatho ri khuadi sɛhɛ, hɔnsɛhɛ inga ja hmaɸi: rʔa ri mɛt͡si ngu ja khãʔi mengu ra t͡suauhtitlan, ma rʔa ngu ja mengu ra tenajut͡san, ra azt͡sapotzalt͡so o ja mengu nuni ra t͡sojoat͡san ɔtʔe da thogi.
310	itla	Xocotitlan.	Ma n'aki bri t'e̱nt'a ha ra dehe yoho ya t'u̱ka mätsa nuni ra Xocotitlan.	ma n'aki bri t'e̱nt'a ja ra deje yojo ya t'u̱ka mätsa nuni ra xotsotitlan.	ma n'aki bri t'e̱nt'a ha ra dehe yoho ya t'u̱ka mätsa nuni ra xotsotitlan.	ma n'aki bri t'e̱nt'a ha ra dehe yoho ya t'u̱ka mätsa nuni ra xotsotitlan.	ma nʔaki bri tʔɛntʔa ha ra dehe yoho ya tʔɨka mᶏca nuni ra šocotitlan.	ma nʔaki bɾi tʔɛntʔa ha ra dehe joho ja tʔɨka mãt͡sa nuni ra ʃot͡sotitlan.
311	itla	Metztitlan,	Ebu̱  bri t'o̱tuabi ra ntuhni ya me Uaxacac (Oaxaca) ra gabida. Nuyu bi ma nuni Acolhuacan, ebu̱  Metztitlan, Michoacan...	ebu̱ bri t'o̱tuabi ra ntujni ya me uaxatsats (oaxatsa) ra gabida. nuyu bi ma nuni atsoljuatsan, ebu̱ metztitlan, michoatsan...	ebu̱ bri t'o̱tuabi ra ntuhni ya me uaxatsats (oaxatsa) ra gabida. nuyu bi ma nuni atsolhuatsan, ebu̱ metztitlan, michoatsan...	ebu̱ bri t'o̱tuabi ra ntuhni ya me uaxatsats (oaxatsa) ra gabida. nuyu bi ma nuni atsolhuatsan, ebu̱ metztitlan, mitxoatsan...	ebɨ bri tʔɔtuabi ra ntuhni ya me uašacac (oašaca) ra gabida. nuyu bi ma nuni acolhuacan, ebɨ metztitlan, mičoacan...	ebɨ bɾi tʔɔtuabi ra ntuhni ja me uaʃat͡sat͡s (oaʃat͡sa) ra gabida. nuju bi ma nuni at͡solhuat͡san, ebɨ metztitlan, mit͡ʃoat͡san...
312	itla	Cuauhtitlan;	Nubia bi nja ya ts'othogi, xki ehe nubu̱ ya ñämfo̱, xki gu̱ ra ñ'u̱ pa njaua, ba fu̱di nuni Ntezcoco, ra hyo ra Cuauhtitlan;	nubia bi nja ya ts'otjogi, xki eje nubu̱ ya ñämfo̱, xki gu̱ ra ñ'u̱ pa njaua, ba fu̱di nuni nteztsotso, ra jyo ra tsuaujtitlan;	nubia bi nja ya ts'othogi, xki ehe nubu̱ ya ñämfo̱, xki gu̱ ra ñ'u̱ pa njaua, ba fu̱di nuni nteztsotso, ra hyo ra tsuauhtitlan;	nubia bi nja ya ts'othogi, xki ehe nubu̱ ya ñämfo̱, xki gu̱ ra ñ'u̱ pa njaua, ba fu̱di nuni nteztsotso, ra hyo ra tsuauhtitlan;	nubia bi nkha ya cʔothogi, ški ehe nubɨ ya ñᶏmphɔ, ški gɨ ra ñʔɨ pa nkhaua, ba phɨdi nuni ntezcoco, ra hyo ra cuauhtitlan;	nubia bi nkha ja t͡sʔothogi, ʃki ehe nubɨ ja ɲãmɸɔ, ʃki gɨ ra ɲʔɨ pa nkhaua, ba ɸɨdi nuni ntezt͡sot͡so, ra hjo ra t͡suauhtitlan;
313	itla	Xoxohuiltitlan,	gatho pa njani ri ngähi ra Xoxohuiltitlan,	gatjo pa njani ri ngäji ra xoxojuiltitlan,	gatho pa njani ri ngähi ra xoxohuiltitlan,	gatho pa njani ri ngähi ra xoxohuiltitlan,	gatho pa nkhani ri ngᶏhi ra šošohuiltitlan,	gatho pa nkhani ri ngãhi ra ʃoʃohuiltitlan,
314	itla	Temallacacatitlan.	ha Cuecueyauayapan, ha Temallacacatitlan.	ja tsuetsueyauayapan, ja temallatsatsatitlan.	ha tsuetsueyauayapan, ha temallatsatsatitlan.	ha tsuetsueyauayapan, ha temallatsatsatitlan.	ha cuecueyauayapan, ha temallacacatitlan.	ha t͡suet͡suejauajapan, ha temallat͡sat͡satitlan.
315	ohua	Tlaltecayohuacan	Nub'u̠ xki tso̠hni ya ñämfo̱ nuni Tlaltecayohuacan	nub'u̱ xki tso̱jni ya ñämfo̱ nuni tlaltetsayojuatsan	nub'u̱ xki tso̱hni ya ñämfo̱ nuni tlaltetsayohuatsan	nub'u̱ xki tso̱hni ya ñämfo̱ nuni tlaltetsayohuatsan	nubʔɨ ški cɔhni ya ñᶏmphɔ nuni tlaltecayohuacan	nubʔɨ ʃki t͡sɔhni ja ɲãmɸɔ nuni tlaltet͡sajohuat͡san
316	ohua	ts'ohuay	Ra García Olguín bi ts'its'i habu̱ mi b'ai ra Cortés, nuna bi zini ko ndunthi ra t'ek'ei ra nge'a mra ndä, nuna bi e̱nt'a ra y'e̱ ra t'u̱ka ts'ohuay ra Cortés ne bi xipi:	ra gartsía olguín bi ts'its'i jabu̱ mi b'ai ra tsortés, nuna bi zini ko nduntji ra t'ek'ei ra nge'a mra ndä, nuna bi e̱nt'a ra y'e̱ ra t'u̱ka ts'ojuay ra tsortés ne bi xipi:	ra gartsía olguín bi ts'its'i habu̱ mi b'ai ra tsortés, nuna bi zini ko ndunthi ra t'ek'ei ra nge'a mra ndä, nuna bi e̱nt'a ra y'e̱ ra t'u̱ka ts'ohuay ra tsortés ne bi xipi:	ra gartsía olguín bi ts'its'i habu̱ mi b'ai ra tsortés, nuna bi zini ko ndunthi ra t'ek'ei ra nge'a mra ndä, nuna bi e̱nt'a ra y'e̱ ra t'u̱ka ts'ohuay ra tsortés ne bi xipi:	ra garcía olguín bi cʔicʔi habɨ mi bʔai ra cortés, nuna bi zini ko ndunthi ra tʔekʔei ra ngeʔa mra ndᶏ, nuna bi ɛntʔa ra yʔɛ ra tʔɨka cʔohuay ra cortés ne bi šipi:	ra gaɾt͡sía olguín bi t͡sʔit͡sʔi habɨ mi bʔai ra t͡soɾtés, nuna bi zini ko ndunthi ra tʔekʔei ra ngeʔa mɾa ndã, nuna bi ɛntʔa ra jʔɛ ra tʔɨka t͡sʔohuaj ra t͡soɾtés ne bi ʃipi:
317	ohua	Coyohuacan.	dra thoki ra nto̱de, ra ketzal dra b'e̱ nuni Coyohuacan.	dra tjoki ra nto̱de, ra ketzal dra b'e̱ nuni tsoyojuatsan.	dra thoki ra nto̱de, ra ketzal dra b'e̱ nuni tsoyohuatsan.	dra thoki ra nto̱de, ra ketzal dra b'e̱ nuni tsoyohuatsan.	dra thoki ra ntɔde, ra ketzal dra bʔɛ nuni coyohuacan.	dɾa thoki ra ntɔde, ra ketzal dɾa bʔɛ nuni t͡sojohuat͡san.
318	ohua	Coyohuacan.	Nuna ndä bi gu̱ ra ñ'u ri mani Coyohuacan. Ra b'atha se̱he̱ bi gu̱ pa ri mani Achinanco pa da tso̱ho̱bu̱ nuni Bondo.	nuna ndä bi gu̱ ra ñ'u ri mani tsoyojuatsan. ra b'atja se̱je̱ bi gu̱ pa ri mani achinantso pa da tso̱jo̱bu̱ nuni bondo.	nuna ndä bi gu̱ ra ñ'u ri mani tsoyohuatsan. ra b'atha se̱he̱ bi gu̱ pa ri mani achinantso pa da tso̱ho̱bu̱ nuni bondo.	nuna ndä bi gu̱ ra ñ'u ri mani tsoyohuatsan. ra b'atha se̱he̱ bi gu̱ pa ri mani atxinantso pa da tso̱ho̱bu̱ nuni bondo.	nuna ndᶏ bi gɨ ra ñʔu ri mani coyohuacan. ra bʔatha sɛhɛ bi gɨ pa ri mani ačinanco pa da cɔhɔbɨ nuni bondo.	nuna ndã bi gɨ ra ɲʔu ri mani t͡sojohuat͡san. ra bʔatha sɛhɛ bi gɨ pa ri mani at͡ʃinant͡so pa da t͡sɔhɔbɨ nuni bondo.
319	ohua	Coyohuacan	Bi thogi gu̱to ma pa bri tsits'i nuni Coyohuacan	bi tjogi gu̱to ma pa bri tsits'i nuni tsoyojuatsan	bi thogi gu̱to ma pa bri tsits'i nuni tsoyohuatsan	bi thogi gu̱to ma pa bri tsits'i nuni tsoyohuatsan	bi thogi gɨto ma pa bri cicʔi nuni coyohuacan	bi thogi gɨto ma pa bɾi t͡sit͡sʔi nuni t͡sojohuat͡san
320	ohua	dohuay,	ya jade, ya k'asataboja, ya xin'i dega ketzal ne mar'a ya hoga do, ngu'a ra dohuay, ya ts'ints'u̱ mi pe̱tsi ya xin'i mxa hotho, ngu mi fe̱xni ngu nu'a ra ts'ints'u̱ mi pe̱tsi ra y'u̱ga nxa nthe̱ni mi ehe da tsokuabi ra Ts'e̱y'e̱hmu.	ya jade, ya k'asataboja, ya xin'i dega ketzal ne mar'a ya joga do, ngu'a ra dojuay, ya ts'ints'u̱ mi pe̱tsi ya xin'i mxa jotjo, ngu mi fe̱xni ngu nu'a ra ts'ints'u̱ mi pe̱tsi ra y'u̱ga nxa ntje̱ni mi eje da tsokuabi ra ts'e̱y'e̱jmu.	ya jade, ya k'asataboja, ya xin'i dega ketzal ne mar'a ya hoga do, ngu'a ra dohuay, ya ts'ints'u̱ mi pe̱tsi ya xin'i mxa hotho, ngu mi fe̱xni ngu nu'a ra ts'ints'u̱ mi pe̱tsi ra y'u̱ga nxa nthe̱ni mi ehe da tsokuabi ra ts'e̱y'e̱hmu.	ya jade, ya k'asataboja, ya xin'i dega ketzal ne mar'a ya hoga do, ngu'a ra dohuay, ya ts'ints'u̱ mi pe̱tsi ya xin'i mxa hotho, ngu mi fe̱xni ngu nu'a ra ts'ints'u̱ mi pe̱tsi ra y'u̱ga nxa nthe̱ni mi ehe da tsokuabi ra ts'e̱y'e̱hmu.	ya khade, ya kʔasatabokha, ya šinʔi dega ketzal ne marʔa ya hoga do, nguʔa ra dohuay, ya cʔincʔɨ mi pɛci ya šinʔi mša hotho, ngu mi phɛšni ngu nuʔa ra cʔincʔɨ mi pɛci ra yʔɨga nša nthɛni mi ehe da cokuabi ra cʔɛyʔɛhmu.	ja khade, ja kʔasatabokha, ja ʃinʔi dega ketzal ne maɾʔa ja hoga do, nguʔa ra dohuaj, ja t͡sʔint͡sʔɨ mi pɛt͡si ja ʃinʔi mʃa hotho, ngu mi ɸɛʃni ngu nuʔa ra t͡sʔint͡sʔɨ mi pɛt͡si ra jʔɨga nʃa nthɛni mi ehe da t͡sokuabi ra t͡sʔɛjʔɛhmu.
321	laht	Tlahtolli,	"Ra ts'e̱di xa o̱t'e ya bähmía ri te, ri ndängi, di ge'u̱ xa t'o̱t'e ya nt'udi dige'a ya m'u̱i ha ya hogant'ofo, ge thutuabi ya hñä ya ndeznä Yancuic Tlahtolli, ""R'ayo Noya""."	"ra ts'e̱di xa o̱t'e ya bäjmía ri te, ri ndängi, di ge'u̱ xa t'o̱t'e ya nt'udi dige'a ya m'u̱i ja ya jogant'ofo, ge tjutuabi ya jñä ya ndeznä yantsuits tlajtolli, ""r'ayo noya""."	"ra ts'e̱di xa o̱t'e ya bähmía ri te, ri ndängi, di ge'u̱ xa t'o̱t'e ya nt'udi dige'a ya m'u̱i ha ya hogant'ofo, ge thutuabi ya hñä ya ndeznä yantsuits tlahtolli, ""r'ayo noya""."	"ra ts'e̱di xa o̱t'e ya bähmía ri te, ri ndängi, di ge'u̱ xa t'o̱t'e ya nt'udi dige'a ya m'u̱i ha ya hogant'ofo, ge thutuabi ya hñä ya ndeznä yantsuits tlahtolli, ""r'ayo noya""."	"ra cʔɛdi ša ɔtʔe ya bᶏhmía ri te, ri ndᶏngi, di geʔɨ ša tʔɔtʔe ya ntʔudi digeʔa ya mʔɨi ha ya hogantʔopho, ge thutuabi ya hñᶏ ya ndeznᶏ yancuic tlahtolli, ""rʔayo noya""."	"ra t͡sʔɛdi ʃa ɔtʔe ja bãhmía ri te, ri ndãngi, di geʔɨ ʃa tʔɔtʔe ja ntʔudi digeʔa ja mʔɨi ha ja hogantʔoɸo, ge thutuabi ja hɲã ja ndeznã jant͡suit͡s tlahtolli, ""ɾʔajo noja""."
