	Palabra	Aparece en:	OTS	INALI	OTQ	RFE	fon
149	njoxhni;	dí bo̱ni ma n'anguhu̱ di ma ra 'be̱jua, ju̱'sa ha rá ñ'e̱i ra nzafi ne te̱xka n'a ra 'ro̱zä habu̱ o ra ndäni boi ñuxa ra thehña ñu̱ni, ra xite ne da tani ne da 'yu̱t'a ha ra nzafi, ya bo̱shna ne gatho no'ä hongfa n'ar me̱ ne hinge ho̱nse̱'ä ntengui n'ár 'yo xa pädi te da me̱fi 'bu̱ da nthsesui n'a ra manga zu'ue, pädi da de̱ni ne nu'mu̱ da 'be̱di pädi n'ehe da de̱ntho yá nhe'mi ne da zo̱ni habu̱ xi yu̱t'i, nuyu̱ xa honi xi ñho n'angu n'a nuya däta t'e̱i ne ha ya do̱ni tsi jante 'yo hingi njoxhni;	dí bo̱ni ma n'anguju̱ di ma ra 'be̱jua, ju̱'sa ja rá ñ'e̱i ra nzafi ne te̱xka n'a ra 'ro̱zä jabu̱ o ra ndäni boi ñuxa ra tjejña ñu̱ni, ra xite ne da tani ne da 'yu̱t'a ja ra nzafi, ya bo̱sjna ne gatjo no'ä jongfa n'ar me̱ ne jinge jo̱nse̱'ä ntengui n'ár 'yo xa pädi te da me̱fi 'bu̱ da ntjsesui n'a ra manga zu'ue, pädi da de̱ni ne nu'mu̱ da 'be̱di pädi n'eje da de̱ntjo yá nje'mi ne da zo̱ni jabu̱ xi yu̱t'i, nuyu̱ xa joni xi ñjo n'angu n'a nuya däta t'e̱i ne ja ya do̱ni tsi jante 'yo jingi njoxjni;	dí bo̱ni ma n'anguhu̱ di ma ra 'be̱jua, ju̱'sa ha rá ñ'e̱i ra nzafi ne te̱xka n'a ra 'ro̱zä habu̱ o ra ndäni boi ñuxa ra thehña ñu̱ni, ra xite ne da tani ne da 'yu̱t'a ha ra nzafi, ya bo̱shna ne gatho no'ä hongfa n'ar me̱ ne hinge ho̱nse̱'ä ntengui n'ár 'yo xa pädi te da me̱fi 'bu̱ da nthsesui n'a ra manga zu'ue, pädi da de̱ni ne nu'mu̱ da 'be̱di pädi n'ehe da de̱ntho yá nhe'mi ne da zo̱ni habu̱ xi yu̱t'i, nuyu̱ xa honi xi ñho n'angu n'a nuya däta t'e̱i ne ha ya do̱ni tsi jante 'yo hingi njoxhni;	dí bo̱ni ma n'anguhu̱ di ma ra 'be̱jua, ju̱'sa ha rá ñ'e̱i ra nzafi ne te̱xka n'a ra 'ro̱zä habu̱ o ra ndäni boi ñuxa ra thehña ñu̱ni, ra xite ne da tani ne da 'yu̱t'a ha ra nzafi, ya bo̱shna ne gatho no'ä hongfa n'ar me̱ ne hinge ho̱nse̱'ä ntengui n'ár 'yo xa pädi te da me̱fi 'bu̱ da nthsesui n'a ra manga zu'ue, pädi da de̱ni ne nu'mu̱ da 'be̱di pädi n'ehe da de̱ntho yá nhe'mi ne da zo̱ni habu̱ xi yu̱t'i, nuyu̱ xa honi xi ñho n'angu n'a nuya däta t'e̱i ne ha ya do̱ni tsi jante 'yo hingi njoxhni;	dí bɔni ma nʔanguhɨ di ma ra ʔbɛkhua, khɨʔsa ha rá ñʔɛi ra nzaphi ne tɛška nʔa ra ʔrɔzᶏ habɨ o ra ndᶏni boi ñuša ra thehña ñɨni, ra šite ne da tani ne da ʔyɨtʔa ha ra nzaphi, ya bɔshna ne gatho noʔᶏ hongpha nʔar mɛ ne hinge hɔnsɛʔᶏ ntengui nʔár ʔyo ša pᶏdi te da mɛphi ʔbɨ da nthsesui nʔa ra manga zuʔue, pᶏdi da dɛni ne nuʔmɨ da ʔbɛdi pᶏdi nʔehe da dɛntho yá nheʔmi ne da zɔni habɨ ši yɨtʔi, nuyɨ ša honi ši ñho nʔangu nʔa nuya dᶏta tʔɛi ne ha ya dɔni ci khante ʔyo hingi nkhošhni;	dí bɔni ma nʔanguhɨ di ma ra ʔbɛkhua, khɨʔsa ha rá ɲʔɛi ra nzaɸi ne tɛʃka nʔa ra ʔɾɔzã habɨ o ra ndãni boi ɲuʃa ra thehɲa ɲɨni, ra ʃite ne da tani ne da ʔjɨtʔa ha ra nzaɸi, ja bɔshna ne gatho noʔã hongɸa nʔaɾ mɛ ne hinge hɔnsɛʔã ntengui nʔáɾ ʔjo ʃa pãdi te da mɛɸi ʔbɨ da nthsesui nʔa ra manga zuʔue, pãdi da dɛni ne nuʔmɨ da ʔbɛdi pãdi nʔehe da dɛntho já nheʔmi ne da zɔni habɨ ʃi jɨtʔi, nujɨ ʃa honi ʃi ɲho nʔangu nʔa nuja dãta tʔɛi ne ha ja dɔni t͡si khante ʔjo hingi nkhoʃhni;
150	njut'ihe	Nub'u̱ ndi umbabihe ma njut'ihe xki nzäi ndi da'ihe, mi adi n'a tu̱ki nehe nub'u̱ ndi unihe ya k'astaboja mi häni made n'a tu̱ki [...]	nub'u̱ ndi umbabije ma njut'ije xki nzäi ndi da'ije, mi adi n'a tu̱ki neje nub'u̱ ndi unije ya k'astaboja mi jäni made n'a tu̱ki [...]	nub'u̱ ndi umbabihe ma njut'ihe xki nzäi ndi da'ihe, mi adi n'a tu̱ki nehe nub'u̱ ndi unihe ya k'astaboja mi häni made n'a tu̱ki [...]	nub'u̱ ndi umbabihe ma njut'ihe xki nzäi ndi da'ihe, mi adi n'a tu̱ki nehe nub'u̱ ndi unihe ya k'astaboja mi häni made n'a tu̱ki [...]	nubʔɨ ndi umbabihe ma nkhutʔihe ški nzᶏi ndi daʔihe, mi adi nʔa tɨki nehe nubʔɨ ndi unihe ya kʔastabokha mi hᶏni made nʔa tɨki [...]	nubʔɨ ndi umbabihe ma nkhutʔihe ʃki nzãi ndi daʔihe, mi adi nʔa tɨki nehe nubʔɨ ndi unihe ja kʔastabokha mi hãni made nʔa tɨki [...]
151	jihu̱,	Njabu̱ ri ñ'ehe ya je̱ya inda m'e̱di, inda mpumfri, ga nzäi ga pe̱tsi nugagihu̱ ha ma mfenihu̱, ga pe̱tsi nugagihu̱, ra bätsi dige'u̱, ya b'e̱to, ya ntsaniku, ya mbänga b'e̱to ne to'o dra ñ'epu̱, to'o mahye̱gigihu̱, ma jihu̱, ya ku̱hu̱.	njabu̱ ri ñ'eje ya je̱ya inda m'e̱di, inda mpumfri, ga nzäi ga pe̱tsi nugagiju̱ ja ma mfeniju̱, ga pe̱tsi nugagiju̱, ra bätsi dige'u̱, ya b'e̱to, ya ntsaniku, ya mbänga b'e̱to ne to'o dra ñ'epu̱, to'o majye̱gigiju̱, ma jiju̱, ya ku̱ju̱.	njabu̱ ri ñ'ehe ya je̱ya inda m'e̱di, inda mpumfri, ga nzäi ga pe̱tsi nugagihu̱ ha ma mfenihu̱, ga pe̱tsi nugagihu̱, ra bätsi dige'u̱, ya b'e̱to, ya ntsaniku, ya mbänga b'e̱to ne to'o dra ñ'epu̱, to'o mahye̱gigihu̱, ma jihu̱, ya ku̱hu̱.	njabu̱ ri ñ'ehe ya je̱ya inda m'e̱di, inda mpumfri, ga nzäi ga pe̱tsi nugagihu̱ ha ma mfenihu̱, ga pe̱tsi nugagihu̱, ra bätsi dige'u̱, ya b'e̱to, ya ntsaniku, ya mbänga b'e̱to ne to'o dra ñ'epu̱, to'o mahye̱gigihu̱, ma jihu̱, ya ku̱hu̱.	nkhabɨ ri ñʔehe ya khɛya inda mʔɛdi, inda mpumphri, ga nzᶏi ga pɛci nugagihɨ ha ma mphenihɨ, ga pɛci nugagihɨ, ra bᶏci digeʔɨ, ya bʔɛto, ya ncaniku, ya mbᶏnga bʔɛto ne toʔo dra ñʔepɨ, toʔo mahyɛgigihɨ, ma khihɨ, ya kɨhɨ.	nkhabɨ ri ɲʔehe ja khɛja inda mʔɛdi, inda mpumɸɾi, ga nzãi ga pɛt͡si nugagihɨ ha ma mɸenihɨ, ga pɛt͡si nugagihɨ, ra bãt͡si digeʔɨ, ja bʔɛto, ja nt͡saniku, ja mbãnga bʔɛto ne toʔo dɾa ɲʔepɨ, toʔo mahjɛgigihɨ, ma khihɨ, ja kɨhɨ.
152	jä'ihu̠	—Ñ'emabagi, ya gabida, ya jä'ihu̠ gi pädi ra ntuni ra mem'onda ba ehehu̠ ga te̠nihu̠ma nzu̠tehu̠. Ko ya mätsa mi te̠he̠, ko ya bu̠'bai ko ngatho ra ts'e̱di mi te̠he̠ ra ñ'u.	-ñ'emabagi, ya gabida, ya jä'iju̱ gi pädi ra ntuni ra mem'onda ba ejeju̱ ga te̱niju̱ma nzu̱teju̱. ko ya mätsa mi te̱je̱, ko ya bu̱'bai ko ngatjo ra ts'e̱di mi te̱je̱ ra ñ'u.	-ñ'emabagi, ya gabida, ya jä'ihu̱ gi pädi ra ntuni ra mem'onda ba ehehu̱ ga te̱nihu̱ma nzu̱tehu̱. ko ya mätsa mi te̱he̱, ko ya bu̱'bai ko ngatho ra ts'e̱di mi te̱he̱ ra ñ'u.	-ñ'emabagi, ya gabida, ya jä'ihu̱ gi pädi ra ntuni ra mem'onda ba ehehu̱ ga te̱nihu̱ma nzu̱tehu̱. ko ya mätsa mi te̱he̱, ko ya bu̱'bai ko ngatho ra ts'e̱di mi te̱he̱ ra ñ'u.	-ñʔemabagi, ya gabida, ya khᶏʔihɨ gi pᶏdi ra ntuni ra memʔonda ba ehehɨ ga tɛnihɨma nzɨtehɨ. ko ya mᶏca mi tɛhɛ, ko ya bɨʔbai ko ngatho ra cʔɛdi mi tɛhɛ ra ñʔu.	-ɲʔemabagi, ja gabida, ja khãʔihɨ gi pãdi ra ntuni ra memʔonda ba ehehɨ ga tɛnihɨma nzɨtehɨ. ko ja mãt͡sa mi tɛhɛ, ko ja bɨʔbai ko ngatho ra t͡sʔɛdi mi tɛhɛ ra ɲʔu.
153	njändahmä,	Bi tse̱ti nuna ngot'i ra M'onda, ngu pede ra Dänga B'ede, ya K'oi ne ya njändahmä, ngu nu'a ra hmä ra Alonso Axayaca, goho n'ate ma pa bi nzo̱t'e nuna pa.	bi tse̱ti nuna ngot'i ra m'onda, ngu pede ra dänga b'ede, ya k'oi ne ya njändajmä, ngu nu'a ra jmä ra alonso axayatsa, gojo n'ate ma pa bi nzo̱t'e nuna pa.	bi tse̱ti nuna ngot'i ra m'onda, ngu pede ra dänga b'ede, ya k'oi ne ya njändahmä, ngu nu'a ra hmä ra alonso axayatsa, goho n'ate ma pa bi nzo̱t'e nuna pa.	bi tse̱ti nuna ngot'i ra m'onda, ngu pede ra dänga b'ede, ya k'oi ne ya njändahmä, ngu nu'a ra hmä ra alonso axayatsa, goho n'ate ma pa bi nzo̱t'e nuna pa.	bi cɛti nuna ngotʔi ra mʔonda, ngu pede ra dᶏnga bʔede, ya kʔoi ne ya nkhᶏndahmᶏ, ngu nuʔa ra hmᶏ ra alonso ašayaca, goho nʔate ma pa bi nzɔtʔe nuna pa.	bi t͡sɛti nuna ngotʔi ra mʔonda, ngu pede ra dãnga bʔede, ja kʔoi ne ja nkhãndahmã, ngu nuʔa ra hmã ra alonso aʃajat͡sa, goho nʔate ma pa bi nzɔtʔe nuna pa.
154	njom'ahudi.	Ya zi b'e̱hña mi ägi ha ya b'a ne ha ya ngo̱de, nuya ñ'o̱ho̱ mbo ha ya ne, ha ya njom'ahudi.	ya zi b'e̱jña mi ägi ja ya b'a ne ja ya ngo̱de, nuya ñ'o̱jo̱ mbo ja ya ne, ja ya njom'ajudi.	ya zi b'e̱hña mi ägi ha ya b'a ne ha ya ngo̱de, nuya ñ'o̱ho̱ mbo ha ya ne, ha ya njom'ahudi.	ya zi b'e̱hña mi ägi ha ya b'a ne ha ya ngo̱de, nuya ñ'o̱ho̱ mbo ha ya ne, ha ya njom'ahudi.	ya zi bʔɛhña mi ᶏgi ha ya bʔa ne ha ya ngɔde, nuya ñʔɔhɔ mbo ha ya ne, ha ya nkhomʔahudi.	ja zi bʔɛhɲa mi ãgi ha ja bʔa ne ha ja ngɔde, nuja ɲʔɔhɔ mbo ha ja ne, ha ja nkhomʔahudi.
155	hyoyajä'i	Gatho ya hyoyajä'i mi b'u̱i ha ra hnini bi handi.	gatjo ya jyoyajä'i mi b'u̱i ja ra jnini bi jandi.	gatho ya hyoyajä'i mi b'u̱i ha ra hnini bi handi.	gatho ya hyoyajä'i mi b'u̱i ha ra hnini bi handi.	gatho ya hyoyakhᶏʔi mi bʔɨi ha ra hnini bi handi.	gatho ja hjojakhãʔi mi bʔɨi ha ra hnini bi handi.
156	ajuähu̱:	bi tso̱hso̱ ra ngo ma ajuähu̱: nubia da fu̱di da guadi ra r'e̱t'a ra pa.	bi tso̱jso̱ ra ngo ma ajuäju̱: nubia da fu̱di da guadi ra r'e̱t'a ra pa.	bi tso̱hso̱ ra ngo ma ajuähu̱: nubia da fu̱di da guadi ra r'e̱t'a ra pa.	bi tso̱hso̱ ra ngo ma ajuähu̱: nubia da fu̱di da guadi ra r'e̱t'a ra pa.	bi cɔhsɔ ra ngo ma akhuᶏhɨ: nubia da phɨdi da guadi ra rʔɛtʔa ra pa.	bi t͡sɔhsɔ ra ngo ma akhuãhɨ: nubia da ɸɨdi da guadi ra rʔɛtʔa ra pa.
157	ajuähe.	—O̱t'a ra mäte gi o̱dehu̱, ja gi b'ai nuuahu̱. Mont'a ya ngo Ajuä; ri juat'i ra ngo ga tsunda ma ajuähe.	-o̱t'a ra mäte gi o̱deju̱, ja gi b'ai nuuaju̱. mont'a ya ngo ajuä; ri juat'i ra ngo ga tsunda ma ajuäje.	-o̱t'a ra mäte gi o̱dehu̱, ja gi b'ai nuuahu̱. mont'a ya ngo ajuä; ri juat'i ra ngo ga tsunda ma ajuähe.	-o̱t'a ra mäte gi o̱dehu̱, ja gi b'ai nuuahu̱. mont'a ya ngo ajuä; ri juat'i ra ngo ga tsunda ma ajuähe.	-ɔtʔa ra mᶏte gi ɔdehɨ, kha gi bʔai nuuahɨ. montʔa ya ngo akhuᶏ; ri khuatʔi ra ngo ga cunda ma akhuᶏhe.	-ɔtʔa ra mãte gi ɔdehɨ, kha gi bʔai nuuahɨ. montʔa ja ngo akhuã; ri khuatʔi ra ngo ga t͡sunda ma akhuãhe.
158	ju̱t'atho.	Xi mi taxki ra ñ'u, imbi tsa da r'anga n'a, ho̱nse̱he̱ mi taxka n'a ha ra bo̱hai. Ya y'ofadi mi ju̱t'atho.	xi mi taxki ra ñ'u, imbi tsa da r'anga n'a, jo̱nse̱je̱ mi taxka n'a ja ra bo̱jai. ya y'ofadi mi ju̱t'atjo.	xi mi taxki ra ñ'u, imbi tsa da r'anga n'a, ho̱nse̱he̱ mi taxka n'a ha ra bo̱hai. ya y'ofadi mi ju̱t'atho.	xi mi taxki ra ñ'u, imbi tsa da r'anga n'a, ho̱nse̱he̱ mi taxka n'a ha ra bo̱hai. ya y'ofadi mi ju̱t'atho.	ši mi taški ra ñʔu, imbi ca da rʔanga nʔa, hɔnsɛhɛ mi taška nʔa ha ra bɔhai. ya yʔophadi mi khɨtʔatho.	ʃi mi taʃki ra ɲʔu, imbi t͡sa da rʔanga nʔa, hɔnsɛhɛ mi taʃka nʔa ha ra bɔhai. ja jʔoɸadi mi khɨtʔatho.
159	ju̱äntho	N'dan di ge'bu̱ ma ya 'bu̱na, bin 'bu̱'ä nda 'ya t'u̱hni ge me na ndo̱ dän h'yeina. Ju̱äntho hapu nande däbana, ge'bu na ts'i xä naxu̱una ju̱äntho hina n'de'na. Nats'i xä huähi hina xingä geä'na, nat'et'nä 'yaiike t'ä hina n'de'na. Hu̱nt'ä na 'yonajä 'na, napa na'yo 'bu däpona, e rok'tä buza 'na. Ju̱äntho naëspä u 'ro ta 'na. Xi nanja 'bubin 'pu'ni 'na, bin vyut'äxä vaca 'na, 	n'dan di ge'bu̱ ma ya 'bu̱na, bin 'bu̱'ä nda 'ya t'u̱jni ge me na ndo̱ dän j'yeina. ju̱äntjo japu nande däbana, ge'bu na ts'i xä naxu̱una ju̱äntjo jina n'de'na. nats'i xä juäji jina xingä geä'na, nat'et'nä 'yaiike t'ä jina n'de'na. ju̱nt'ä na 'yonajä 'na, napa na'yo 'bu däpona, e rok'tä buza 'na. ju̱äntjo naëspä u 'ro ta 'na. xi nanja 'bubin 'pu'ni 'na, bin vyut'äxä vatsa 'na,	n'dan di ge'bu̱ ma ya 'bu̱na, bin 'bu̱'ä nda 'ya t'u̱hni ge me na ndo̱ dän h'yeina. ju̱äntho hapu nande däbana, ge'bu na ts'i xä naxu̱una ju̱äntho hina n'de'na. nats'i xä huähi hina xingä geä'na, nat'et'nä 'yaiike t'ä hina n'de'na. hu̱nt'ä na 'yonajä 'na, napa na'yo 'bu däpona, e rok'tä buza 'na. ju̱äntho naëspä u 'ro ta 'na. xi nanja 'bubin 'pu'ni 'na, bin vyut'äxä vatsa 'na,	n'dan di ge'bu̱ ma ya 'bu̱na, bin 'bu̱'ä nda 'ya t'u̱hni ge me na ndo̱ dän h'yeina. ju̱äntho hapu nande däbana, ge'bu na ts'i xä naxu̱una ju̱äntho hina n'de'na. nats'i xä huähi hina xingä geä'na, nat'et'nä 'yaiike t'ä hina n'de'na. hu̱nt'ä na 'yonajä 'na, napa na'yo 'bu däpona, e rok'tä buza 'na. ju̱äntho naëspä u 'ro ta 'na. xi nanja 'bubin 'pu'ni 'na, bin vyut'äxä vatsa 'na,	nʔdan di geʔbɨ ma ya ʔbɨna, bin ʔbɨʔᶏ nda ʔya tʔɨhni ge me na ndɔ dᶏn hʔyeina. khɨᶏntho hapu nande dᶏbana, geʔbu na cʔi šᶏ našɨuna khɨᶏntho hina nʔdeʔna. nacʔi šᶏ huᶏhi hina šingᶏ geᶏʔna, natʔetʔnᶏ ʔyaiike tʔᶏ hina nʔdeʔna. hɨntʔᶏ na ʔyonakhᶏ ʔna, napa naʔyo ʔbu dᶏpona, e rokʔtᶏ buza ʔna. khɨᶏntho naëspᶏ u ʔro ta ʔna. ši nankha ʔbubin ʔpuʔni ʔna, bin vyutʔᶏšᶏ vaca ʔna,	nʔdan di geʔbɨ ma ja ʔbɨna, bin ʔbɨʔã nda ʔja tʔɨhni ge me na ndɔ dãn hʔjeina. khɨãntho hapu nande dãbana, geʔbu na t͡sʔi ʃã naʃɨuna khɨãntho hina nʔdeʔna. nat͡sʔi ʃã huãhi hina ʃingã geãʔna, natʔetʔnã ʔjaiike tʔã hina nʔdeʔna. hɨntʔã na ʔjonakhã ʔna, napa naʔjo ʔbu dãpona, e rokʔtã buza ʔna. khɨãntho naëspã u ʔɾo ta ʔna. ʃi nankha ʔbubin ʔpuʔni ʔna, bin vjutʔãʃã vat͡sa ʔna,
160	jäpadehe	Nuya hñu o gohoya pa bi b'u̱i nubu̱ bi xitsuabi ra jäpadehe ndunthi ya jä'i, ngu xa t'ena.	nuya jñu o gojoya pa bi b'u̱i nubu̱ bi xitsuabi ra jäpadeje nduntji ya jä'i, ngu xa t'ena.	nuya hñu o gohoya pa bi b'u̱i nubu̱ bi xitsuabi ra jäpadehe ndunthi ya jä'i, ngu xa t'ena.	nuya hñu o gohoya pa bi b'u̱i nubu̱ bi xitsuabi ra jäpadehe ndunthi ya jä'i, ngu xa t'ena.	nuya hñu o gohoya pa bi bʔɨi nubɨ bi šicuabi ra khᶏpadehe ndunthi ya khᶏʔi, ngu ša tʔena.	nuja hɲu o gohoja pa bi bʔɨi nubɨ bi ʃit͡suabi ra khãpadehe ndunthi ja khãʔi, ngu ʃa tʔena.
161	ñ'jähu̱	Nu xä oth'u̱, ma gä ñ'jähu̱	nu xä otj'u̱, ma gä ñ'jäju̱	nu xä oth'u̱, ma gä ñ'jähu̱	nu xä oth'u̱, ma gä ñ'jähu̱	nu šᶏ othʔɨ, ma gᶏ ñʔkhᶏhɨ	nu ʃã othʔɨ, ma gã ɲʔkhãhɨ
162	juatihu̱	Ga juatihu̱ nu'a huts'i njani, ya ts'ojä'i, ra Carranza, ge xa o̱t'a ya ts'okuate pa gekagihu̱; ga o̱t'e da nja ra ts'e̱di ma munts' ne njabu̱ ga tsu̱dihu̱ da nja nu'a ra hoga tsu̱tui, da nja ra hai, ra hñegi ne ra hoga ts'u̱tui;	ga juatiju̱ nu'a juts'i njani, ya ts'ojä'i, ra tsarranza, ge xa o̱t'a ya ts'okuate pa gekagiju̱; ga o̱t'e da nja ra ts'e̱di ma munts' ne njabu̱ ga tsu̱diju̱ da nja nu'a ra joga tsu̱tui, da nja ra jai, ra jñegi ne ra joga ts'u̱tui;	ga juatihu̱ nu'a huts'i njani, ya ts'ojä'i, ra tsarranza, ge xa o̱t'a ya ts'okuate pa gekagihu̱; ga o̱t'e da nja ra ts'e̱di ma munts' ne njabu̱ ga tsu̱dihu̱ da nja nu'a ra hoga tsu̱tui, da nja ra hai, ra hñegi ne ra hoga ts'u̱tui;	ga juatihu̱ nu'a huts'i njani, ya ts'ojä'i, ra tsarranza, ge xa o̱t'a ya ts'okuate pa gekagihu̱; ga o̱t'e da nja ra ts'e̱di ma munts' ne njabu̱ ga tsu̱dihu̱ da nja nu'a ra hoga tsu̱tui, da nja ra hai, ra hñegi ne ra hoga ts'u̱tui;	ga khuatihɨ nuʔa hucʔi nkhani, ya cʔokhᶏʔi, ra carranza, ge ša ɔtʔa ya cʔokuate pa gekagihɨ; ga ɔtʔe da nkha ra cʔɛdi ma muncʔ ne nkhabɨ ga cɨdihɨ da nkha nuʔa ra hoga cɨtui, da nkha ra hai, ra hñegi ne ra hoga cʔɨtui;	ga khuatihɨ nuʔa hut͡sʔi nkhani, ja t͡sʔokhãʔi, ra t͡saranza, ge ʃa ɔtʔa ja t͡sʔokuate pa gekagihɨ; ga ɔtʔe da nkha ra t͡sʔɛdi ma munt͡sʔ ne nkhabɨ ga t͡sɨdihɨ da nkha nuʔa ra hoga t͡sɨtui, da nkha ra hai, ra hɲegi ne ra hoga t͡sʔɨtui;
163	hijo,	Cuando murió éste —lo mató la epidemia de viruela— sólo quedó su hijo, y de las ocho barras tan sólo aparecieron cuatro.	tsuando murió éste -lo mató la epidemia de viruela- sólo quedó su jijo, y de las ocho barras tan sólo aparetsieron tsuatro.	tsuando murió éste -lo mató la epidemia de viruela- sólo quedó su hijo, y de las ocho barras tan sólo aparetsieron tsuatro.	tsuando murió éste -lo mató la epidemia de viruela- sólo quedó su hijo, y de las otxo barras tan sólo aparetsieron tsuatro.	cuando murió éste -lo mató la epidemia de viruela- sólo quedó su hikho, y de las očo barras tan sólo aparecieron cuatro.	t͡suando muɾió éste -lo mató la epidemia de viɾuela- sólo quedó su hikho, j de las ot͡ʃo baras tan sólo apaɾet͡sieɾon t͡suatɾo.
164	njandahmä	Ra njandahmä ra Chimalpain: nu'a bi nja m'e̱fa ra pu̱hnate ra hnini	ra njandajmä ra chimalpain: nu'a bi nja m'e̱fa ra pu̱jnate ra jnini	ra njandahmä ra chimalpain: nu'a bi nja m'e̱fa ra pu̱hnate ra hnini	ra njandahmä ra tximalpain: nu'a bi nja m'e̱fa ra pu̱hnate ra hnini	ra nkhandahmᶏ ra čimalpain: nuʔa bi nkha mʔɛpha ra pɨhnate ra hnini	ra nkhandahmã ra t͡ʃimalpain: nuʔa bi nkha mʔɛɸa ra pɨhnate ra hnini
165	chuju̱	Ha n'aa nza̱tho xudi ra pale Berto, bi bo̱ni nda hyonga te nda nzimxidi ngetho nda zi ya hme hyaxtho mi u̱xa ya u, ua ngu mi nzäi mi nkahui yá hme nuya chuju̱ xa hogi ha nuya 'bomuha̱i Nts'ät'i, Nt'o̱kuä;	ja n'aa nza̱tjo xudi ra pale berto, bi bo̱ni nda jyonga te nda nzimxidi ngetjo nda zi ya jme jyaxtjo mi u̱xa ya u, ua ngu mi nzäi mi nkajui yá jme nuya chuju̱ xa jogi ja nuya 'bomuja̱i nts'ät'i, nt'o̱kuä;	ha n'aa nza̱tho xudi ra pale berto, bi bo̱ni nda hyonga te nda nzimxidi ngetho nda zi ya hme hyaxtho mi u̱xa ya u, ua ngu mi nzäi mi nkahui yá hme nuya chuju̱ xa hogi ha nuya 'bomuha̱i nts'ät'i, nt'o̱kuä;	ha n'aa nza̱tho xudi ra pale berto, bi bo̱ni nda hyonga te nda nzimxidi ngetho nda zi ya hme hyaxtho mi u̱xa ya u, ua ngu mi nzäi mi nkahui yá hme nuya txuju̱ xa hogi ha nuya 'bomuha̱i nts'ät'i, nt'o̱kuä;	ha nʔaa nzʌtho šudi ra pale berto, bi bɔni nda hyonga te nda nzimšidi ngetho nda zi ya hme hyaštho mi ɨša ya u, ua ngu mi nzᶏi mi nkahui yá hme nuya čukhɨ ša hogi ha nuya ʔbomuhʌi ncʔᶏtʔi, ntʔɔkuᶏ;	ha nʔaa nzətho ʃudi ra pale beɾto, bi bɔni nda hjonga te nda nzimʃidi ngetho nda zi ja hme hjaʃtho mi ɨʃa ja u, ua ngu mi nzãi mi nkahui já hme nuja t͡ʃukhɨ ʃa hogi ha nuja ʔbomuhəi nt͡sʔãtʔi, ntʔɔkuã;
166	mahjuai,	Ya dänga mfu̱nga bo̱jä bi ntho, bi kot'i ko ya mahjuai, mi zu̱m'i nehe ko ya t'e̱nga ts'u̱t'abo̱ja.	ya dänga mfu̱nga bo̱jä bi ntjo, bi kot'i ko ya majjuai, mi zu̱m'i neje ko ya t'e̱nga ts'u̱t'abo̱ja.	ya dänga mfu̱nga bo̱jä bi ntho, bi kot'i ko ya mahjuai, mi zu̱m'i nehe ko ya t'e̱nga ts'u̱t'abo̱ja.	ya dänga mfu̱nga bo̱jä bi ntho, bi kot'i ko ya mahjuai, mi zu̱m'i nehe ko ya t'e̱nga ts'u̱t'abo̱ja.	ya dᶏnga mphɨnga bɔkhᶏ bi ntho, bi kotʔi ko ya mahkhuai, mi zɨmʔi nehe ko ya tʔɛnga cʔɨtʔabɔkha.	ja dãnga mɸɨnga bɔkhã bi ntho, bi kotʔi ko ja mahkhuai, mi zɨmʔi nehe ko ja tʔɛnga t͡sʔɨtʔabɔkha.
